"chr","from","to","bkpt_in_window_ESAD","bkpt_in_window_GACA","bkpt_in_window_LIRI","bkpt_in_window_MALY","bkpt_in_window_OV","bkpt_in_window_PACA","bkpt_in_window_RECA","total_bkpt_in_window_ESAD","total_bkpt_in_window_GACA","total_bkpt_in_window_LIRI","total_bkpt_in_window_MALY","total_bkpt_in_window_OV","total_bkpt_in_window_PACA","total_bkpt_in_window_RECA","density_ESAD","density_GACA","density_LIRI","density_MALY","density_OV","density_PACA","density_RECA"
"10",12500000,1.3e+07,4,0,6,0,8,1,0,1710,702,1825,545,1586,1636,71,0.00233918128654971,0,0.00328767123287671,0,0.00504413619167718,0.000611246943765281,0
"10",1.3e+07,13500000,12,0,8,0,9,2,3,1710,702,1825,545,1586,1636,71,0.00701754385964912,0,0.00438356164383562,0,0.00567465321563682,0.00122249388753056,0.0422535211267606
"10",13500000,1.4e+07,3,0,5,2,2,3,1,1710,702,1825,545,1586,1636,71,0.00175438596491228,0,0.00273972602739726,0.0036697247706422,0.00126103404791929,0.00183374083129584,0.0140845070422535
"10",1.4e+07,14500000,3,0,6,0,3,3,0,1710,702,1825,545,1586,1636,71,0.00175438596491228,0,0.00328767123287671,0,0.00189155107187894,0.00183374083129584,0
"10",14500000,1.5e+07,14,6,9,0,0,5,2,1710,702,1825,545,1586,1636,71,0.00818713450292398,0.00854700854700855,0.00493150684931507,0,0,0.00305623471882641,0.028169014084507
"10",1.5e+07,15500000,4,2,8,2,11,3,0,1710,702,1825,545,1586,1636,71,0.00233918128654971,0.00284900284900285,0.00438356164383562,0.0036697247706422,0.00693568726355612,0.00183374083129584,0
"10",15500000,1.6e+07,2,2,4,2,5,2,0,1710,702,1825,545,1586,1636,71,0.00116959064327485,0.00284900284900285,0.00219178082191781,0.0036697247706422,0.00315258511979823,0.00122249388753056,0
"10",1.6e+07,16500000,2,1,3,0,11,2,1,1710,702,1825,545,1586,1636,71,0.00116959064327485,0.00142450142450142,0.00164383561643836,0,0.00693568726355612,0.00122249388753056,0.0140845070422535
"10",16500000,1.7e+07,4,2,8,2,9,4,0,1710,702,1825,545,1586,1636,71,0.00233918128654971,0.00284900284900285,0.00438356164383562,0.0036697247706422,0.00567465321563682,0.00244498777506112,0
"10",1.7e+07,17500000,1,4,8,0,6,2,0,1710,702,1825,545,1586,1636,71,0.000584795321637427,0.0056980056980057,0.00438356164383562,0,0.00378310214375788,0.00122249388753056,0
"10",17500000,1.8e+07,3,0,4,0,3,1,0,1710,702,1825,545,1586,1636,71,0.00175438596491228,0,0.00219178082191781,0,0.00189155107187894,0.000611246943765281,0
"10",1.8e+07,18500000,0,1,4,0,1,1,0,1710,702,1825,545,1586,1636,71,0,0.00142450142450142,0.00219178082191781,0,0.000630517023959647,0.000611246943765281,0
"10",1.9e+07,19500000,15,3,5,0,6,4,0,1710,702,1825,545,1586,1636,71,0.0087719298245614,0.00427350427350427,0.00273972602739726,0,0.00378310214375788,0.00244498777506112,0
"10",19500000,2e+07,8,1,5,4,9,3,0,1710,702,1825,545,1586,1636,71,0.00467836257309942,0.00142450142450142,0.00273972602739726,0.0073394495412844,0.00567465321563682,0.00183374083129584,0
"10",20500000,2.1e+07,9,0,12,2,2,7,1,1710,702,1825,545,1586,1636,71,0.00526315789473684,0,0.00657534246575343,0.0036697247706422,0.00126103404791929,0.00427872860635697,0.0140845070422535
"10",2.1e+07,21500000,7,2,6,0,17,6,0,1710,702,1825,545,1586,1636,71,0.00409356725146199,0.00284900284900285,0.00328767123287671,0,0.010718789407314,0.00366748166259169,0
"10",21500000,2.2e+07,7,0,6,0,13,7,0,1710,702,1825,545,1586,1636,71,0.00409356725146199,0,0.00328767123287671,0,0.00819672131147541,0.00427872860635697,0
"10",2.2e+07,22500000,2,5,18,0,6,7,0,1710,702,1825,545,1586,1636,71,0.00116959064327485,0.00712250712250712,0.00986301369863014,0,0.00378310214375788,0.00427872860635697,0
"10",22500000,2.3e+07,4,1,4,1,10,3,0,1710,702,1825,545,1586,1636,71,0.00233918128654971,0.00142450142450142,0.00219178082191781,0.0018348623853211,0.00630517023959647,0.00183374083129584,0
"10",2.3e+07,23500000,3,0,6,0,5,0,0,1710,702,1825,545,1586,1636,71,0.00175438596491228,0,0.00328767123287671,0,0.00315258511979823,0,0
"10",23500000,2.4e+07,5,0,17,0,4,9,2,1710,702,1825,545,1586,1636,71,0.00292397660818713,0,0.00931506849315068,0,0.00252206809583859,0.00550122249388753,0.028169014084507
"10",2.4e+07,24500000,3,2,3,0,5,8,0,1710,702,1825,545,1586,1636,71,0.00175438596491228,0.00284900284900285,0.00164383561643836,0,0.00315258511979823,0.00488997555012225,0
"10",24500000,2.5e+07,7,4,10,5,8,12,0,1710,702,1825,545,1586,1636,71,0.00409356725146199,0.0056980056980057,0.00547945205479452,0.00917431192660551,0.00504413619167718,0.00733496332518337,0
"10",2.5e+07,25500000,2,0,5,1,3,5,0,1710,702,1825,545,1586,1636,71,0.00116959064327485,0,0.00273972602739726,0.0018348623853211,0.00189155107187894,0.00305623471882641,0
"10",25500000,2.6e+07,3,0,2,0,11,6,3,1710,702,1825,545,1586,1636,71,0.00175438596491228,0,0.0010958904109589,0,0.00693568726355612,0.00366748166259169,0.0422535211267606
"10",2.6e+07,26500000,2,0,3,0,7,4,0,1710,702,1825,545,1586,1636,71,0.00116959064327485,0,0.00164383561643836,0,0.00441361916771753,0.00244498777506112,0
"10",26500000,2.7e+07,4,0,2,2,5,4,0,1710,702,1825,545,1586,1636,71,0.00233918128654971,0,0.0010958904109589,0.0036697247706422,0.00315258511979823,0.00244498777506112,0
"10",2.7e+07,27500000,10,3,5,0,2,12,0,1710,702,1825,545,1586,1636,71,0.00584795321637427,0.00427350427350427,0.00273972602739726,0,0.00126103404791929,0.00733496332518337,0
"10",27500000,2.8e+07,0,1,9,0,5,1,1,1710,702,1825,545,1586,1636,71,0,0.00142450142450142,0.00493150684931507,0,0.00315258511979823,0.000611246943765281,0.0140845070422535
"10",2.8e+07,28500000,4,1,2,1,8,1,0,1710,702,1825,545,1586,1636,71,0.00233918128654971,0.00142450142450142,0.0010958904109589,0.0018348623853211,0.00504413619167718,0.000611246943765281,0
"10",28500000,2.9e+07,7,0,3,8,10,5,0,1710,702,1825,545,1586,1636,71,0.00409356725146199,0,0.00164383561643836,0.0146788990825688,0.00630517023959647,0.00305623471882641,0
"10",2.9e+07,29500000,6,1,5,1,6,4,0,1710,702,1825,545,1586,1636,71,0.00350877192982456,0.00142450142450142,0.00273972602739726,0.0018348623853211,0.00378310214375788,0.00244498777506112,0
"10",29500000,3e+07,4,0,4,13,11,1,2,1710,702,1825,545,1586,1636,71,0.00233918128654971,0,0.00219178082191781,0.0238532110091743,0.00693568726355612,0.000611246943765281,0.028169014084507
"10",3e+07,30500000,3,0,13,0,7,2,3,1710,702,1825,545,1586,1636,71,0.00175438596491228,0,0.00712328767123288,0,0.00441361916771753,0.00122249388753056,0.0422535211267606
"10",30500000,3.1e+07,5,0,6,6,10,1,0,1710,702,1825,545,1586,1636,71,0.00292397660818713,0,0.00328767123287671,0.0110091743119266,0.00630517023959647,0.000611246943765281,0
"10",3.1e+07,31500000,9,2,10,0,5,5,1,1710,702,1825,545,1586,1636,71,0.00526315789473684,0.00284900284900285,0.00547945205479452,0,0.00315258511979823,0.00305623471882641,0.0140845070422535
"10",31500000,3.2e+07,13,0,14,0,9,10,2,1710,702,1825,545,1586,1636,71,0.00760233918128655,0,0.00767123287671233,0,0.00567465321563682,0.00611246943765281,0.028169014084507
"10",3.2e+07,32500000,28,3,7,16,8,12,4,1710,702,1825,545,1586,1636,71,0.016374269005848,0.00427350427350427,0.00383561643835616,0.0293577981651376,0.00504413619167718,0.00733496332518337,0.0563380281690141
"10",32500000,3.3e+07,33,2,6,7,10,10,0,1710,702,1825,545,1586,1636,71,0.0192982456140351,0.00284900284900285,0.00328767123287671,0.0128440366972477,0.00630517023959647,0.00611246943765281,0
"10",3.3e+07,33500000,5,1,11,0,4,17,0,1710,702,1825,545,1586,1636,71,0.00292397660818713,0.00142450142450142,0.00602739726027397,0,0.00252206809583859,0.0103911980440098,0
"10",33500000,3.4e+07,1,0,3,4,11,5,1,1710,702,1825,545,1586,1636,71,0.000584795321637427,0,0.00164383561643836,0.0073394495412844,0.00693568726355612,0.00305623471882641,0.0140845070422535
"10",3.4e+07,34500000,3,3,4,0,11,7,0,1710,702,1825,545,1586,1636,71,0.00175438596491228,0.00427350427350427,0.00219178082191781,0,0.00693568726355612,0.00427872860635697,0
"10",34500000,3.5e+07,9,3,10,1,11,4,0,1710,702,1825,545,1586,1636,71,0.00526315789473684,0.00427350427350427,0.00547945205479452,0.0018348623853211,0.00693568726355612,0.00244498777506112,0
"10",3.5e+07,35500000,9,5,3,1,3,16,0,1710,702,1825,545,1586,1636,71,0.00526315789473684,0.00712250712250712,0.00164383561643836,0.0018348623853211,0.00189155107187894,0.0097799511002445,0
"10",35500000,3.6e+07,5,0,5,1,9,3,1,1710,702,1825,545,1586,1636,71,0.00292397660818713,0,0.00273972602739726,0.0018348623853211,0.00567465321563682,0.00183374083129584,0.0140845070422535
"10",3.6e+07,36500000,13,5,3,2,8,12,0,1710,702,1825,545,1586,1636,71,0.00760233918128655,0.00712250712250712,0.00164383561643836,0.0036697247706422,0.00504413619167718,0.00733496332518337,0
"10",3.7e+07,37500000,7,2,2,2,9,5,0,1710,702,1825,545,1586,1636,71,0.00409356725146199,0.00284900284900285,0.0010958904109589,0.0036697247706422,0.00567465321563682,0.00305623471882641,0
"10",37500000,3.8e+07,12,0,7,3,8,3,1,1710,702,1825,545,1586,1636,71,0.00701754385964912,0,0.00383561643835616,0.0055045871559633,0.00504413619167718,0.00183374083129584,0.0140845070422535
"10",3.8e+07,38500000,4,0,16,2,2,6,1,1710,702,1825,545,1586,1636,71,0.00233918128654971,0,0.00876712328767123,0.0036697247706422,0.00126103404791929,0.00366748166259169,0.0140845070422535
"10",4.3e+07,43500000,4,2,13,7,5,12,1,1710,702,1825,545,1586,1636,71,0.00233918128654971,0.00284900284900285,0.00712328767123288,0.0128440366972477,0.00315258511979823,0.00733496332518337,0.0140845070422535
"10",43500000,4.4e+07,7,2,10,3,19,14,1,1710,702,1825,545,1586,1636,71,0.00409356725146199,0.00284900284900285,0.00547945205479452,0.0055045871559633,0.0119798234552333,0.00855745721271394,0.0140845070422535
"10",4.4e+07,44500000,0,2,10,3,7,7,2,1710,702,1825,545,1586,1636,71,0,0.00284900284900285,0.00547945205479452,0.0055045871559633,0.00441361916771753,0.00427872860635697,0.028169014084507
"10",44500000,4.5e+07,4,3,15,0,5,5,1,1710,702,1825,545,1586,1636,71,0.00233918128654971,0.00427350427350427,0.00821917808219178,0,0.00315258511979823,0.00305623471882641,0.0140845070422535
"10",4.5e+07,45500000,4,5,9,2,7,5,1,1710,702,1825,545,1586,1636,71,0.00233918128654971,0.00712250712250712,0.00493150684931507,0.0036697247706422,0.00441361916771753,0.00305623471882641,0.0140845070422535
"10",45500000,4.6e+07,5,2,6,4,12,6,2,1710,702,1825,545,1586,1636,71,0.00292397660818713,0.00284900284900285,0.00328767123287671,0.0073394495412844,0.00756620428751576,0.00366748166259169,0.028169014084507
"10",4.6e+07,46500000,4,2,2,0,2,4,0,1710,702,1825,545,1586,1636,71,0.00233918128654971,0.00284900284900285,0.0010958904109589,0,0.00126103404791929,0.00244498777506112,0
"10",46500000,4.7e+07,3,0,3,0,0,0,0,1710,702,1825,545,1586,1636,71,0.00175438596491228,0,0.00164383561643836,0,0,0,0
"10",4.7e+07,47500000,5,0,5,0,2,5,0,1710,702,1825,545,1586,1636,71,0.00292397660818713,0,0.00273972602739726,0,0.00126103404791929,0.00305623471882641,0
"10",47500000,4.8e+07,1,2,3,0,0,0,0,1710,702,1825,545,1586,1636,71,0.000584795321637427,0.00284900284900285,0.00164383561643836,0,0,0,0
"10",4.8e+07,48500000,2,0,2,0,0,0,0,1710,702,1825,545,1586,1636,71,0.00116959064327485,0,0.0010958904109589,0,0,0,0
"10",48500000,4.9e+07,3,0,0,0,3,0,0,1710,702,1825,545,1586,1636,71,0.00175438596491228,0,0,0,0.00189155107187894,0,0
"10",4.9e+07,49500000,2,0,2,0,0,1,0,1710,702,1825,545,1586,1636,71,0.00116959064327485,0,0.0010958904109589,0,0,0.000611246943765281,0
"10",49500000,5e+07,2,0,7,1,5,3,2,1710,702,1825,545,1586,1636,71,0.00116959064327485,0,0.00383561643835616,0.0018348623853211,0.00315258511979823,0.00183374083129584,0.028169014084507
"10",5e+07,50500000,4,0,0,3,4,1,0,1710,702,1825,545,1586,1636,71,0.00233918128654971,0,0,0.0055045871559633,0.00252206809583859,0.000611246943765281,0
"10",50500000,5.1e+07,3,0,2,9,6,6,1,1710,702,1825,545,1586,1636,71,0.00175438596491228,0,0.0010958904109589,0.0165137614678899,0.00378310214375788,0.00366748166259169,0.0140845070422535
"10",5.1e+07,51500000,3,0,5,0,0,2,0,1710,702,1825,545,1586,1636,71,0.00175438596491228,0,0.00273972602739726,0,0,0.00122249388753056,0
"10",51500000,5.2e+07,4,0,3,0,0,2,0,1710,702,1825,545,1586,1636,71,0.00233918128654971,0,0.00164383561643836,0,0,0.00122249388753056,0
"10",5.2e+07,52500000,4,0,11,2,3,2,0,1710,702,1825,545,1586,1636,71,0.00233918128654971,0,0.00602739726027397,0.0036697247706422,0.00189155107187894,0.00122249388753056,0
"10",52500000,5.3e+07,14,3,6,2,7,9,0,1710,702,1825,545,1586,1636,71,0.00818713450292398,0.00427350427350427,0.00328767123287671,0.0036697247706422,0.00441361916771753,0.00550122249388753,0
"10",5.3e+07,53500000,22,7,10,2,4,7,1,1710,702,1825,545,1586,1636,71,0.0128654970760234,0.00997150997150997,0.00547945205479452,0.0036697247706422,0.00252206809583859,0.00427872860635697,0.0140845070422535
"10",53500000,5.4e+07,17,5,8,0,4,10,0,1710,702,1825,545,1586,1636,71,0.00994152046783626,0.00712250712250712,0.00438356164383562,0,0.00252206809583859,0.00611246943765281,0
"10",5.4e+07,54500000,10,5,3,3,3,4,1,1710,702,1825,545,1586,1636,71,0.00584795321637427,0.00712250712250712,0.00164383561643836,0.0055045871559633,0.00189155107187894,0.00244498777506112,0.0140845070422535
"10",54500000,5.5e+07,4,3,7,2,5,5,1,1710,702,1825,545,1586,1636,71,0.00233918128654971,0.00427350427350427,0.00383561643835616,0.0036697247706422,0.00315258511979823,0.00305623471882641,0.0140845070422535
"10",5.5e+07,55500000,14,1,5,0,2,3,0,1710,702,1825,545,1586,1636,71,0.00818713450292398,0.00142450142450142,0.00273972602739726,0,0.00126103404791929,0.00183374083129584,0
"10",55500000,5.6e+07,7,2,11,4,4,6,1,1710,702,1825,545,1586,1636,71,0.00409356725146199,0.00284900284900285,0.00602739726027397,0.0073394495412844,0.00252206809583859,0.00366748166259169,0.0140845070422535
"10",5.6e+07,56500000,6,2,5,5,7,2,0,1710,702,1825,545,1586,1636,71,0.00350877192982456,0.00284900284900285,0.00273972602739726,0.00917431192660551,0.00441361916771753,0.00122249388753056,0
"10",56500000,5.7e+07,6,13,9,8,26,4,0,1710,702,1825,545,1586,1636,71,0.00350877192982456,0.0185185185185185,0.00493150684931507,0.0146788990825688,0.0163934426229508,0.00244498777506112,0
"10",5.7e+07,57500000,5,0,9,5,8,5,1,1710,702,1825,545,1586,1636,71,0.00292397660818713,0,0.00493150684931507,0.00917431192660551,0.00504413619167718,0.00305623471882641,0.0140845070422535
"10",57500000,5.8e+07,15,4,12,4,5,7,0,1710,702,1825,545,1586,1636,71,0.0087719298245614,0.0056980056980057,0.00657534246575343,0.0073394495412844,0.00315258511979823,0.00427872860635697,0
"10",5.8e+07,58500000,10,0,14,16,4,12,0,1710,702,1825,545,1586,1636,71,0.00584795321637427,0,0.00767123287671233,0.0293577981651376,0.00252206809583859,0.00733496332518337,0
"10",58500000,5.9e+07,4,0,5,0,0,15,2,1710,702,1825,545,1586,1636,71,0.00233918128654971,0,0.00273972602739726,0,0,0.00916870415647922,0.028169014084507
"10",5.9e+07,59500000,9,0,7,7,8,7,0,1710,702,1825,545,1586,1636,71,0.00526315789473684,0,0.00383561643835616,0.0128440366972477,0.00504413619167718,0.00427872860635697,0
"10",59500000,6e+07,1,3,7,5,0,8,1,1710,702,1825,545,1586,1636,71,0.000584795321637427,0.00427350427350427,0.00383561643835616,0.00917431192660551,0,0.00488997555012225,0.0140845070422535
"10",6e+07,60500000,3,1,10,0,2,1,1,1710,702,1825,545,1586,1636,71,0.00175438596491228,0.00142450142450142,0.00547945205479452,0,0.00126103404791929,0.000611246943765281,0.0140845070422535
"10",60500000,6.1e+07,4,0,16,1,6,7,0,1710,702,1825,545,1586,1636,71,0.00233918128654971,0,0.00876712328767123,0.0018348623853211,0.00378310214375788,0.00427872860635697,0
"10",6.1e+07,61500000,9,1,12,12,6,3,2,1710,702,1825,545,1586,1636,71,0.00526315789473684,0.00142450142450142,0.00657534246575343,0.0220183486238532,0.00378310214375788,0.00183374083129584,0.028169014084507
"10",61500000,6.2e+07,8,0,6,6,14,6,0,1710,702,1825,545,1586,1636,71,0.00467836257309942,0,0.00328767123287671,0.0110091743119266,0.00882723833543506,0.00366748166259169,0
"10",6.2e+07,62500000,10,2,7,7,8,5,0,1710,702,1825,545,1586,1636,71,0.00584795321637427,0.00284900284900285,0.00383561643835616,0.0128440366972477,0.00504413619167718,0.00305623471882641,0
"10",62500000,6.3e+07,3,4,8,15,8,1,0,1710,702,1825,545,1586,1636,71,0.00175438596491228,0.0056980056980057,0.00438356164383562,0.0275229357798165,0.00504413619167718,0.000611246943765281,0
"10",6.3e+07,63500000,2,3,7,3,6,7,0,1710,702,1825,545,1586,1636,71,0.00116959064327485,0.00427350427350427,0.00383561643835616,0.0055045871559633,0.00378310214375788,0.00427872860635697,0
"10",63500000,6.4e+07,3,1,1,27,6,4,0,1710,702,1825,545,1586,1636,71,0.00175438596491228,0.00142450142450142,0.000547945205479452,0.0495412844036697,0.00378310214375788,0.00244498777506112,0
"10",6.4e+07,64500000,1,0,2,8,4,13,0,1710,702,1825,545,1586,1636,71,0.000584795321637427,0,0.0010958904109589,0.0146788990825688,0.00252206809583859,0.00794621026894866,0
"10",64500000,6.5e+07,8,1,1,7,3,15,0,1710,702,1825,545,1586,1636,71,0.00467836257309942,0.00142450142450142,0.000547945205479452,0.0128440366972477,0.00189155107187894,0.00916870415647922,0
"10",6.5e+07,65500000,6,7,5,0,13,1,0,1710,702,1825,545,1586,1636,71,0.00350877192982456,0.00997150997150997,0.00273972602739726,0,0.00819672131147541,0.000611246943765281,0
"10",65500000,6.6e+07,5,3,5,0,3,14,0,1710,702,1825,545,1586,1636,71,0.00292397660818713,0.00427350427350427,0.00273972602739726,0,0.00189155107187894,0.00855745721271394,0
"10",6.6e+07,66500000,2,9,3,2,9,3,0,1710,702,1825,545,1586,1636,71,0.00116959064327485,0.0128205128205128,0.00164383561643836,0.0036697247706422,0.00567465321563682,0.00183374083129584,0
"10",66500000,6.7e+07,4,4,3,0,8,4,0,1710,702,1825,545,1586,1636,71,0.00233918128654971,0.0056980056980057,0.00164383561643836,0,0.00504413619167718,0.00244498777506112,0
"10",6.7e+07,67500000,4,6,4,0,2,14,0,1710,702,1825,545,1586,1636,71,0.00233918128654971,0.00854700854700855,0.00219178082191781,0,0.00126103404791929,0.00855745721271394,0
"10",67500000,6.8e+07,12,1,8,4,6,6,0,1710,702,1825,545,1586,1636,71,0.00701754385964912,0.00142450142450142,0.00438356164383562,0.0073394495412844,0.00378310214375788,0.00366748166259169,0
"10",6.8e+07,68500000,47,7,9,15,2,5,0,1710,702,1825,545,1586,1636,71,0.0274853801169591,0.00997150997150997,0.00493150684931507,0.0275229357798165,0.00126103404791929,0.00305623471882641,0
"10",68500000,6.9e+07,20,44,2,4,5,13,0,1710,702,1825,545,1586,1636,71,0.0116959064327485,0.0626780626780627,0.0010958904109589,0.0073394495412844,0.00315258511979823,0.00794621026894866,0
"10",6.9e+07,69500000,9,6,8,2,2,8,0,1710,702,1825,545,1586,1636,71,0.00526315789473684,0.00854700854700855,0.00438356164383562,0.0036697247706422,0.00126103404791929,0.00488997555012225,0
"10",69500000,7e+07,5,1,1,1,4,10,0,1710,702,1825,545,1586,1636,71,0.00292397660818713,0.00142450142450142,0.000547945205479452,0.0018348623853211,0.00252206809583859,0.00611246943765281,0
"10",7e+07,70500000,7,1,14,0,7,3,0,1710,702,1825,545,1586,1636,71,0.00409356725146199,0.00142450142450142,0.00767123287671233,0,0.00441361916771753,0.00183374083129584,0
"10",70500000,7.1e+07,11,7,13,0,9,5,0,1710,702,1825,545,1586,1636,71,0.0064327485380117,0.00997150997150997,0.00712328767123288,0,0.00567465321563682,0.00305623471882641,0
"10",7.1e+07,71500000,9,3,4,1,15,22,0,1710,702,1825,545,1586,1636,71,0.00526315789473684,0.00427350427350427,0.00219178082191781,0.0018348623853211,0.0094577553593947,0.0134474327628362,0
"10",71500000,7.2e+07,3,1,6,0,8,3,0,1710,702,1825,545,1586,1636,71,0.00175438596491228,0.00142450142450142,0.00328767123287671,0,0.00504413619167718,0.00183374083129584,0
"10",7.2e+07,72500000,4,0,3,0,3,8,0,1710,702,1825,545,1586,1636,71,0.00233918128654971,0,0.00164383561643836,0,0.00189155107187894,0.00488997555012225,0
"10",72500000,7.3e+07,1,0,3,0,8,3,0,1710,702,1825,545,1586,1636,71,0.000584795321637427,0,0.00164383561643836,0,0.00504413619167718,0.00183374083129584,0
"10",7.3e+07,73500000,1,1,3,0,14,3,0,1710,702,1825,545,1586,1636,71,0.000584795321637427,0.00142450142450142,0.00164383561643836,0,0.00882723833543506,0.00183374083129584,0
"10",73500000,7.4e+07,10,5,8,4,13,10,0,1710,702,1825,545,1586,1636,71,0.00584795321637427,0.00712250712250712,0.00438356164383562,0.0073394495412844,0.00819672131147541,0.00611246943765281,0
"10",7.4e+07,74500000,28,9,7,1,10,9,0,1710,702,1825,545,1586,1636,71,0.016374269005848,0.0128205128205128,0.00383561643835616,0.0018348623853211,0.00630517023959647,0.00550122249388753,0
"10",74500000,7.5e+07,9,19,17,1,6,6,0,1710,702,1825,545,1586,1636,71,0.00526315789473684,0.0270655270655271,0.00931506849315068,0.0018348623853211,0.00378310214375788,0.00366748166259169,0
"10",7.5e+07,75500000,8,16,12,1,12,0,0,1710,702,1825,545,1586,1636,71,0.00467836257309942,0.0227920227920228,0.00657534246575343,0.0018348623853211,0.00756620428751576,0,0
"10",75500000,7.6e+07,12,13,8,0,8,3,0,1710,702,1825,545,1586,1636,71,0.00701754385964912,0.0185185185185185,0.00438356164383562,0,0.00504413619167718,0.00183374083129584,0
"10",7.6e+07,76500000,8,12,6,1,10,4,0,1710,702,1825,545,1586,1636,71,0.00467836257309942,0.0170940170940171,0.00328767123287671,0.0018348623853211,0.00630517023959647,0.00244498777506112,0
"10",76500000,7.7e+07,17,40,9,0,10,4,0,1710,702,1825,545,1586,1636,71,0.00994152046783626,0.056980056980057,0.00493150684931507,0,0.00630517023959647,0.00244498777506112,0
"10",7.7e+07,77500000,30,28,18,0,13,11,0,1710,702,1825,545,1586,1636,71,0.0175438596491228,0.0398860398860399,0.00986301369863014,0,0.00819672131147541,0.00672371638141809,0
"10",77500000,7.8e+07,19,16,14,0,12,3,3,1710,702,1825,545,1586,1636,71,0.0111111111111111,0.0227920227920228,0.00767123287671233,0,0.00756620428751576,0.00183374083129584,0.0422535211267606
"10",7.8e+07,78500000,3,1,18,0,10,8,0,1710,702,1825,545,1586,1636,71,0.00175438596491228,0.00142450142450142,0.00986301369863014,0,0.00630517023959647,0.00488997555012225,0
"10",78500000,7.9e+07,1,1,2,0,21,8,2,1710,702,1825,545,1586,1636,71,0.000584795321637427,0.00142450142450142,0.0010958904109589,0,0.0132408575031526,0.00488997555012225,0.028169014084507
"10",7.9e+07,79500000,1,3,11,3,15,6,0,1710,702,1825,545,1586,1636,71,0.000584795321637427,0.00427350427350427,0.00602739726027397,0.0055045871559633,0.0094577553593947,0.00366748166259169,0
"10",79500000,8e+07,4,4,3,2,20,5,2,1710,702,1825,545,1586,1636,71,0.00233918128654971,0.0056980056980057,0.00164383561643836,0.0036697247706422,0.0126103404791929,0.00305623471882641,0.028169014084507
"10",8e+07,80500000,7,1,6,1,13,4,0,1710,702,1825,545,1586,1636,71,0.00409356725146199,0.00142450142450142,0.00328767123287671,0.0018348623853211,0.00819672131147541,0.00244498777506112,0
"10",80500000,8.1e+07,9,6,1,0,13,0,0,1710,702,1825,545,1586,1636,71,0.00526315789473684,0.00854700854700855,0.000547945205479452,0,0.00819672131147541,0,0
"10",8.1e+07,81500000,5,0,5,1,8,7,0,1710,702,1825,545,1586,1636,71,0.00292397660818713,0,0.00273972602739726,0.0018348623853211,0.00504413619167718,0.00427872860635697,0
"10",81500000,8.2e+07,5,3,5,3,5,12,0,1710,702,1825,545,1586,1636,71,0.00292397660818713,0.00427350427350427,0.00273972602739726,0.0055045871559633,0.00315258511979823,0.00733496332518337,0
"10",8.2e+07,82500000,4,0,2,2,3,2,0,1710,702,1825,545,1586,1636,71,0.00233918128654971,0,0.0010958904109589,0.0036697247706422,0.00189155107187894,0.00122249388753056,0
"10",82500000,8.3e+07,5,0,7,0,3,9,0,1710,702,1825,545,1586,1636,71,0.00292397660818713,0,0.00383561643835616,0,0.00189155107187894,0.00550122249388753,0
"10",8.3e+07,83500000,6,4,8,0,13,10,0,1710,702,1825,545,1586,1636,71,0.00350877192982456,0.0056980056980057,0.00438356164383562,0,0.00819672131147541,0.00611246943765281,0
"10",83500000,8.4e+07,12,1,7,0,17,43,0,1710,702,1825,545,1586,1636,71,0.00701754385964912,0.00142450142450142,0.00383561643835616,0,0.010718789407314,0.0262836185819071,0
"10",8.4e+07,84500000,26,2,6,2,8,52,0,1710,702,1825,545,1586,1636,71,0.0152046783625731,0.00284900284900285,0.00328767123287671,0.0036697247706422,0.00504413619167718,0.0317848410757946,0
"10",84500000,8.5e+07,21,0,4,1,2,13,0,1710,702,1825,545,1586,1636,71,0.012280701754386,0,0.00219178082191781,0.0018348623853211,0.00126103404791929,0.00794621026894866,0
"10",8.5e+07,85500000,5,3,6,2,0,6,0,1710,702,1825,545,1586,1636,71,0.00292397660818713,0.00427350427350427,0.00328767123287671,0.0036697247706422,0,0.00366748166259169,0
"10",85500000,8.6e+07,2,0,11,3,3,2,0,1710,702,1825,545,1586,1636,71,0.00116959064327485,0,0.00602739726027397,0.0055045871559633,0.00189155107187894,0.00122249388753056,0
"10",8.6e+07,86500000,4,1,15,3,2,5,0,1710,702,1825,545,1586,1636,71,0.00233918128654971,0.00142450142450142,0.00821917808219178,0.0055045871559633,0.00126103404791929,0.00305623471882641,0
"10",86500000,8.7e+07,2,0,6,1,6,4,0,1710,702,1825,545,1586,1636,71,0.00116959064327485,0,0.00328767123287671,0.0018348623853211,0.00378310214375788,0.00244498777506112,0
"10",8.7e+07,87500000,7,0,8,8,4,3,0,1710,702,1825,545,1586,1636,71,0.00409356725146199,0,0.00438356164383562,0.0146788990825688,0.00252206809583859,0.00183374083129584,0
"10",87500000,8.8e+07,3,0,6,1,1,2,0,1710,702,1825,545,1586,1636,71,0.00175438596491228,0,0.00328767123287671,0.0018348623853211,0.000630517023959647,0.00122249388753056,0
"10",8.8e+07,88500000,2,0,9,2,2,9,0,1710,702,1825,545,1586,1636,71,0.00116959064327485,0,0.00493150684931507,0.0036697247706422,0.00126103404791929,0.00550122249388753,0
"10",88500000,8.9e+07,8,0,8,0,7,2,0,1710,702,1825,545,1586,1636,71,0.00467836257309942,0,0.00438356164383562,0,0.00441361916771753,0.00122249388753056,0
