"chr","from","to","bkpt_in_window_ESAD","bkpt_in_window_GACA","bkpt_in_window_LIRI","bkpt_in_window_MALY","bkpt_in_window_OV","bkpt_in_window_PACA","bkpt_in_window_RECA","total_bkpt_in_window_ESAD","total_bkpt_in_window_GACA","total_bkpt_in_window_LIRI","total_bkpt_in_window_MALY","total_bkpt_in_window_OV","total_bkpt_in_window_PACA","total_bkpt_in_window_RECA","density_ESAD","density_GACA","density_LIRI","density_MALY","density_OV","density_PACA","density_RECA"
"3",58500000,5.9e+07,7,2,13,2,4,5,2,3837,857,3287,719,2930,2922,398,0.00182434193380245,0.00233372228704784,0.0039549741405537,0.00278164116828929,0.00136518771331058,0.00171115674195756,0.0050251256281407
"3",5.9e+07,59500000,3,0,4,0,2,1,3,3837,857,3287,719,2930,2922,398,0.000781860828772478,0,0.00121691512017037,0,0.00068259385665529,0.000342231348391513,0.00753768844221105
"3",59500000,6e+07,35,7,16,3,9,34,7,3837,857,3287,719,2930,2922,398,0.00912170966901225,0.00816802800466744,0.00486766048068147,0.00417246175243394,0.00307167235494881,0.0116358658453114,0.0175879396984925
"3",6e+07,60500000,337,88,26,29,12,88,1,3837,857,3287,719,2930,2922,398,0.0878290330987751,0.102683780630105,0.00790994828110739,0.0403337969401947,0.00409556313993174,0.0301163586584531,0.00251256281407035
"3",60500000,6.1e+07,281,50,12,20,15,61,3,3837,857,3287,719,2930,2922,398,0.0732342976283555,0.058343057176196,0.0036507453605111,0.0278164116828929,0.00511945392491468,0.0208761122518823,0.00753768844221105
"3",6.1e+07,61500000,35,17,27,12,7,21,4,3837,857,3287,719,2930,2922,398,0.00912170966901225,0.0198366394399067,0.00821417706114998,0.0166898470097357,0.00238907849829352,0.00718685831622177,0.0100502512562814
"3",61500000,6.2e+07,8,3,6,0,13,4,1,3837,857,3287,719,2930,2922,398,0.00208496221005994,0.00350058343057176,0.00182537268025555,0,0.00443686006825939,0.00136892539356605,0.00251256281407035
"3",6.2e+07,62500000,4,0,2,0,7,5,0,3837,857,3287,719,2930,2922,398,0.00104248110502997,0,0.000608457560085184,0,0.00238907849829352,0.00171115674195756,0
"3",62500000,6.3e+07,5,0,5,1,2,4,1,3837,857,3287,719,2930,2922,398,0.00130310138128746,0,0.00152114390021296,0.00139082058414465,0.00068259385665529,0.00136892539356605,0.00251256281407035
"3",6.3e+07,63500000,8,0,3,2,8,10,4,3837,857,3287,719,2930,2922,398,0.00208496221005994,0,0.000912686340127776,0.00278164116828929,0.00273037542662116,0.00342231348391513,0.0100502512562814
"3",63500000,6.4e+07,7,1,11,3,6,0,6,3837,857,3287,719,2930,2922,398,0.00182434193380245,0.00116686114352392,0.00334651658046851,0.00417246175243394,0.00204778156996587,0,0.0150753768844221
"3",6.4e+07,64500000,4,1,4,1,10,2,6,3837,857,3287,719,2930,2922,398,0.00104248110502997,0.00116686114352392,0.00121691512017037,0.00139082058414465,0.00341296928327645,0.000684462696783025,0.0150753768844221
"3",64500000,6.5e+07,4,0,3,0,3,3,2,3837,857,3287,719,2930,2922,398,0.00104248110502997,0,0.000912686340127776,0,0.00102389078498294,0.00102669404517454,0.0050251256281407
"3",6.5e+07,65500000,4,4,3,0,3,6,8,3837,857,3287,719,2930,2922,398,0.00104248110502997,0.00466744457409568,0.000912686340127776,0,0.00102389078498294,0.00205338809034908,0.0201005025125628
"3",65500000,6.6e+07,5,7,14,3,5,2,7,3837,857,3287,719,2930,2922,398,0.00130310138128746,0.00816802800466744,0.00425920292059629,0.00417246175243394,0.00170648464163823,0.000684462696783025,0.0175879396984925
"3",6.6e+07,66500000,5,0,4,1,4,4,0,3837,857,3287,719,2930,2922,398,0.00130310138128746,0,0.00121691512017037,0.00139082058414465,0.00136518771331058,0.00136892539356605,0
"3",66500000,6.7e+07,17,4,3,0,20,4,6,3837,857,3287,719,2930,2922,398,0.00443054469637738,0.00466744457409568,0.000912686340127776,0,0.0068259385665529,0.00136892539356605,0.0150753768844221
"3",6.7e+07,67500000,10,1,7,0,10,9,8,3837,857,3287,719,2930,2922,398,0.00260620276257493,0.00116686114352392,0.00212960146029814,0,0.00341296928327645,0.00308008213552361,0.0201005025125628
"3",67500000,6.8e+07,9,1,23,0,9,11,7,3837,857,3287,719,2930,2922,398,0.00234558248631744,0.00116686114352392,0.00699726194097962,0,0.00307167235494881,0.00376454483230664,0.0175879396984925
"3",6.8e+07,68500000,2,0,7,0,7,3,2,3837,857,3287,719,2930,2922,398,0.000521240552514986,0,0.00212960146029814,0,0.00238907849829352,0.00102669404517454,0.0050251256281407
"3",68500000,6.9e+07,9,0,8,1,6,4,1,3837,857,3287,719,2930,2922,398,0.00234558248631744,0,0.00243383024034074,0.00139082058414465,0.00204778156996587,0.00136892539356605,0.00251256281407035
"3",6.9e+07,69500000,4,0,7,2,2,4,1,3837,857,3287,719,2930,2922,398,0.00104248110502997,0,0.00212960146029814,0.00278164116828929,0.00068259385665529,0.00136892539356605,0.00251256281407035
"3",69500000,7e+07,1,0,11,0,3,12,2,3837,857,3287,719,2930,2922,398,0.000260620276257493,0,0.00334651658046851,0,0.00102389078498294,0.00410677618069815,0.0050251256281407
"3",7e+07,70500000,4,3,2,0,4,1,3,3837,857,3287,719,2930,2922,398,0.00104248110502997,0.00350058343057176,0.000608457560085184,0,0.00136518771331058,0.000342231348391513,0.00753768844221105
"3",70500000,7.1e+07,2,0,10,0,6,8,4,3837,857,3287,719,2930,2922,398,0.000521240552514986,0,0.00304228780042592,0,0.00204778156996587,0.0027378507871321,0.0100502512562814
"3",7.1e+07,71500000,19,4,24,4,11,10,5,3837,857,3287,719,2930,2922,398,0.00495178524889236,0.00466744457409568,0.00730149072102221,0.00556328233657858,0.0037542662116041,0.00342231348391513,0.0125628140703518
"3",71500000,7.2e+07,5,1,10,1,12,9,0,3837,857,3287,719,2930,2922,398,0.00130310138128746,0.00116686114352392,0.00304228780042592,0.00139082058414465,0.00409556313993174,0.00308008213552361,0
"3",7.2e+07,72500000,2,0,4,2,3,3,4,3837,857,3287,719,2930,2922,398,0.000521240552514986,0,0.00121691512017037,0.00278164116828929,0.00102389078498294,0.00102669404517454,0.0100502512562814
"3",72500000,7.3e+07,0,2,4,0,8,4,0,3837,857,3287,719,2930,2922,398,0,0.00233372228704784,0.00121691512017037,0,0.00273037542662116,0.00136892539356605,0
"3",73500000,7.4e+07,9,1,8,2,8,2,1,3837,857,3287,719,2930,2922,398,0.00234558248631744,0.00116686114352392,0.00243383024034074,0.00278164116828929,0.00273037542662116,0.000684462696783025,0.00251256281407035
"3",7.4e+07,74500000,5,0,7,5,4,8,0,3837,857,3287,719,2930,2922,398,0.00130310138128746,0,0.00212960146029814,0.00695410292072323,0.00136518771331058,0.0027378507871321,0
"3",74500000,7.5e+07,1,3,8,1,5,13,15,3837,857,3287,719,2930,2922,398,0.000260620276257493,0.00350058343057176,0.00243383024034074,0.00139082058414465,0.00170648464163823,0.00444900752908966,0.0376884422110553
"3",7.5e+07,75500000,2,10,3,0,13,4,8,3837,857,3287,719,2930,2922,398,0.000521240552514986,0.0116686114352392,0.000912686340127776,0,0.00443686006825939,0.00136892539356605,0.0201005025125628
"3",7.6e+07,76500000,4,1,8,0,10,0,13,3837,857,3287,719,2930,2922,398,0.00104248110502997,0.00116686114352392,0.00243383024034074,0,0.00341296928327645,0,0.0326633165829146
"3",76500000,7.7e+07,2,3,3,2,7,16,3,3837,857,3287,719,2930,2922,398,0.000521240552514986,0.00350058343057176,0.000912686340127776,0.00278164116828929,0.00238907849829352,0.0054757015742642,0.00753768844221105
"3",7.7e+07,77500000,4,3,3,2,9,7,6,3837,857,3287,719,2930,2922,398,0.00104248110502997,0.00350058343057176,0.000912686340127776,0.00278164116828929,0.00307167235494881,0.00239561943874059,0.0150753768844221
"3",77500000,7.8e+07,5,1,10,2,5,7,18,3837,857,3287,719,2930,2922,398,0.00130310138128746,0.00116686114352392,0.00304228780042592,0.00278164116828929,0.00170648464163823,0.00239561943874059,0.0452261306532663
"3",7.8e+07,78500000,1,2,4,4,6,8,7,3837,857,3287,719,2930,2922,398,0.000260620276257493,0.00233372228704784,0.00121691512017037,0.00556328233657858,0.00204778156996587,0.0027378507871321,0.0175879396984925
"3",78500000,7.9e+07,5,0,8,1,1,8,4,3837,857,3287,719,2930,2922,398,0.00130310138128746,0,0.00243383024034074,0.00139082058414465,0.000341296928327645,0.0027378507871321,0.0100502512562814
"3",7.9e+07,79500000,13,0,3,0,5,12,2,3837,857,3287,719,2930,2922,398,0.00338806359134741,0,0.000912686340127776,0,0.00170648464163823,0.00410677618069815,0.0050251256281407
"3",79500000,8e+07,8,0,7,5,4,13,2,3837,857,3287,719,2930,2922,398,0.00208496221005994,0,0.00212960146029814,0.00695410292072323,0.00136518771331058,0.00444900752908966,0.0050251256281407
"3",8e+07,80500000,21,0,4,2,0,11,9,3837,857,3287,719,2930,2922,398,0.00547302580140735,0,0.00121691512017037,0.00278164116828929,0,0.00376454483230664,0.0226130653266332
"3",81500000,8.2e+07,14,4,2,6,10,9,5,3837,857,3287,719,2930,2922,398,0.0036486838676049,0.00466744457409568,0.000608457560085184,0.00834492350486787,0.00341296928327645,0.00308008213552361,0.0125628140703518
"3",8.2e+07,82500000,12,0,7,4,5,7,9,3837,857,3287,719,2930,2922,398,0.00312744331508991,0,0.00212960146029814,0.00556328233657858,0.00170648464163823,0.00239561943874059,0.0226130653266332
"3",82500000,8.3e+07,9,2,2,0,6,22,5,3837,857,3287,719,2930,2922,398,0.00234558248631744,0.00233372228704784,0.000608457560085184,0,0.00204778156996587,0.00752908966461328,0.0125628140703518
"3",8.3e+07,83500000,15,0,6,0,3,13,2,3837,857,3287,719,2930,2922,398,0.00390930414386239,0,0.00182537268025555,0,0.00102389078498294,0.00444900752908966,0.0050251256281407
"3",83500000,8.4e+07,5,3,11,2,3,16,16,3837,857,3287,719,2930,2922,398,0.00130310138128746,0.00350058343057176,0.00334651658046851,0.00278164116828929,0.00102389078498294,0.0054757015742642,0.0402010050251256
"3",8.4e+07,84500000,8,2,8,6,10,8,7,3837,857,3287,719,2930,2922,398,0.00208496221005994,0.00233372228704784,0.00243383024034074,0.00834492350486787,0.00341296928327645,0.0027378507871321,0.0175879396984925
"3",84500000,8.5e+07,8,0,10,0,10,3,5,3837,857,3287,719,2930,2922,398,0.00208496221005994,0,0.00304228780042592,0,0.00341296928327645,0.00102669404517454,0.0125628140703518
"3",8.5e+07,85500000,19,1,9,3,4,3,5,3837,857,3287,719,2930,2922,398,0.00495178524889236,0.00116686114352392,0.00273805902038333,0.00417246175243394,0.00136518771331058,0.00102669404517454,0.0125628140703518
"3",85500000,8.6e+07,9,1,11,3,4,13,6,3837,857,3287,719,2930,2922,398,0.00234558248631744,0.00116686114352392,0.00334651658046851,0.00417246175243394,0.00136518771331058,0.00444900752908966,0.0150753768844221
"3",8.6e+07,86500000,9,0,27,5,6,5,1,3837,857,3287,719,2930,2922,398,0.00234558248631744,0,0.00821417706114998,0.00695410292072323,0.00204778156996587,0.00171115674195756,0.00251256281407035
"3",86500000,8.7e+07,7,0,28,4,6,9,2,3837,857,3287,719,2930,2922,398,0.00182434193380245,0,0.00851840584119258,0.00556328233657858,0.00204778156996587,0.00308008213552361,0.0050251256281407
"3",8.7e+07,87500000,4,2,28,1,8,18,2,3837,857,3287,719,2930,2922,398,0.00104248110502997,0.00233372228704784,0.00851840584119258,0.00139082058414465,0.00273037542662116,0.00616016427104723,0.0050251256281407
"3",87500000,8.8e+07,0,0,14,0,2,9,3,3837,857,3287,719,2930,2922,398,0,0,0.00425920292059629,0,0.00068259385665529,0.00308008213552361,0.00753768844221105
"3",8.8e+07,88500000,18,0,12,5,8,13,2,3837,857,3287,719,2930,2922,398,0.00469116497263487,0,0.0036507453605111,0.00695410292072323,0.00273037542662116,0.00444900752908966,0.0050251256281407
"3",88500000,8.9e+07,17,4,7,1,11,7,3,3837,857,3287,719,2930,2922,398,0.00443054469637738,0.00466744457409568,0.00212960146029814,0.00139082058414465,0.0037542662116041,0.00239561943874059,0.00753768844221105
"3",8.9e+07,89500000,13,0,8,7,8,9,2,3837,857,3287,719,2930,2922,398,0.00338806359134741,0,0.00243383024034074,0.00973574408901252,0.00273037542662116,0.00308008213552361,0.0050251256281407
"3",89500000,9e+07,15,0,13,0,10,20,1,3837,857,3287,719,2930,2922,398,0.00390930414386239,0,0.0039549741405537,0,0.00341296928327645,0.00684462696783025,0.00251256281407035
"3",9.4e+07,94500000,16,6,7,2,5,6,1,3837,857,3287,719,2930,2922,398,0.00416992442011989,0.00700116686114352,0.00212960146029814,0.00278164116828929,0.00170648464163823,0.00205338809034908,0.00251256281407035
"3",94500000,9.5e+07,6,2,4,4,5,9,1,3837,857,3287,719,2930,2922,398,0.00156372165754496,0.00233372228704784,0.00121691512017037,0.00556328233657858,0.00170648464163823,0.00308008213552361,0.00251256281407035
"3",9.5e+07,95500000,4,2,1,1,5,8,1,3837,857,3287,719,2930,2922,398,0.00104248110502997,0.00233372228704784,0.000304228780042592,0.00139082058414465,0.00170648464163823,0.0027378507871321,0.00251256281407035
"3",95500000,9.6e+07,10,0,8,1,0,3,2,3837,857,3287,719,2930,2922,398,0.00260620276257493,0,0.00243383024034074,0.00139082058414465,0,0.00102669404517454,0.0050251256281407
"3",96500000,9.7e+07,3,3,3,8,9,5,0,3837,857,3287,719,2930,2922,398,0.000781860828772478,0.00350058343057176,0.000912686340127776,0.0111265646731572,0.00307167235494881,0.00171115674195756,0
"3",9.7e+07,97500000,4,2,11,2,10,9,2,3837,857,3287,719,2930,2922,398,0.00104248110502997,0.00233372228704784,0.00334651658046851,0.00278164116828929,0.00341296928327645,0.00308008213552361,0.0050251256281407
"3",97500000,9.8e+07,7,1,6,1,8,8,0,3837,857,3287,719,2930,2922,398,0.00182434193380245,0.00116686114352392,0.00182537268025555,0.00139082058414465,0.00273037542662116,0.0027378507871321,0
"3",9.8e+07,98500000,1,5,7,1,6,8,0,3837,857,3287,719,2930,2922,398,0.000260620276257493,0.0058343057176196,0.00212960146029814,0.00139082058414465,0.00204778156996587,0.0027378507871321,0
"3",98500000,9.9e+07,5,4,7,2,4,11,0,3837,857,3287,719,2930,2922,398,0.00130310138128746,0.00466744457409568,0.00212960146029814,0.00278164116828929,0.00136518771331058,0.00376454483230664,0
"3",9.9e+07,99500000,2,1,15,2,2,5,0,3837,857,3287,719,2930,2922,398,0.000521240552514986,0.00116686114352392,0.00456343170063888,0.00278164116828929,0.00068259385665529,0.00171115674195756,0
"3",99500000,1e+08,6,1,10,4,6,5,1,3837,857,3287,719,2930,2922,398,0.00156372165754496,0.00116686114352392,0.00304228780042592,0.00556328233657858,0.00204778156996587,0.00171115674195756,0.00251256281407035
"3",1e+08,100500000,8,0,13,3,5,7,1,3837,857,3287,719,2930,2922,398,0.00208496221005994,0,0.0039549741405537,0.00417246175243394,0.00170648464163823,0.00239561943874059,0.00251256281407035
"3",100500000,1.01e+08,3,0,4,4,14,16,0,3837,857,3287,719,2930,2922,398,0.000781860828772478,0,0.00121691512017037,0.00556328233657858,0.00477815699658703,0.0054757015742642,0
"3",1.01e+08,101500000,13,9,3,6,9,14,2,3837,857,3287,719,2930,2922,398,0.00338806359134741,0.0105017502917153,0.000912686340127776,0.00834492350486787,0.00307167235494881,0.00479123887748118,0.0050251256281407
"3",101500000,1.02e+08,9,3,10,4,4,3,0,3837,857,3287,719,2930,2922,398,0.00234558248631744,0.00350058343057176,0.00304228780042592,0.00556328233657858,0.00136518771331058,0.00102669404517454,0
"3",1.02e+08,102500000,4,0,3,4,5,5,0,3837,857,3287,719,2930,2922,398,0.00104248110502997,0,0.000912686340127776,0.00556328233657858,0.00170648464163823,0.00171115674195756,0
"3",102500000,1.03e+08,7,4,15,7,5,4,0,3837,857,3287,719,2930,2922,398,0.00182434193380245,0.00466744457409568,0.00456343170063888,0.00973574408901252,0.00170648464163823,0.00136892539356605,0
"3",1.03e+08,103500000,10,0,8,9,6,3,0,3837,857,3287,719,2930,2922,398,0.00260620276257493,0,0.00243383024034074,0.0125173852573018,0.00204778156996587,0.00102669404517454,0
"3",103500000,1.04e+08,8,0,9,1,5,6,0,3837,857,3287,719,2930,2922,398,0.00208496221005994,0,0.00273805902038333,0.00139082058414465,0.00170648464163823,0.00205338809034908,0
"3",1.04e+08,104500000,4,4,27,3,6,7,0,3837,857,3287,719,2930,2922,398,0.00104248110502997,0.00466744457409568,0.00821417706114998,0.00417246175243394,0.00204778156996587,0.00239561943874059,0
"3",104500000,1.05e+08,4,0,11,1,7,4,1,3837,857,3287,719,2930,2922,398,0.00104248110502997,0,0.00334651658046851,0.00139082058414465,0.00238907849829352,0.00136892539356605,0.00251256281407035
"3",1.05e+08,105500000,8,0,16,3,3,6,1,3837,857,3287,719,2930,2922,398,0.00208496221005994,0,0.00486766048068147,0.00417246175243394,0.00102389078498294,0.00205338809034908,0.00251256281407035
"3",105500000,1.06e+08,2,0,6,1,5,3,0,3837,857,3287,719,2930,2922,398,0.000521240552514986,0,0.00182537268025555,0.00139082058414465,0.00170648464163823,0.00102669404517454,0
"3",1.06e+08,106500000,10,0,6,2,9,9,1,3837,857,3287,719,2930,2922,398,0.00260620276257493,0,0.00182537268025555,0.00278164116828929,0.00307167235494881,0.00308008213552361,0.00251256281407035
"3",106500000,1.07e+08,3,3,9,1,8,3,1,3837,857,3287,719,2930,2922,398,0.000781860828772478,0.00350058343057176,0.00273805902038333,0.00139082058414465,0.00273037542662116,0.00102669404517454,0.00251256281407035
"3",1.07e+08,107500000,2,0,10,7,17,0,0,3837,857,3287,719,2930,2922,398,0.000521240552514986,0,0.00304228780042592,0.00973574408901252,0.00580204778156997,0,0
"3",107500000,1.08e+08,6,2,11,3,34,21,0,3837,857,3287,719,2930,2922,398,0.00156372165754496,0.00233372228704784,0.00334651658046851,0.00417246175243394,0.0116040955631399,0.00718685831622177,0
"3",1.08e+08,108500000,2,0,5,4,10,5,0,3837,857,3287,719,2930,2922,398,0.000521240552514986,0,0.00152114390021296,0.00556328233657858,0.00341296928327645,0.00171115674195756,0
"3",108500000,1.09e+08,1,0,9,2,3,3,2,3837,857,3287,719,2930,2922,398,0.000260620276257493,0,0.00273805902038333,0.00278164116828929,0.00102389078498294,0.00102669404517454,0.0050251256281407
"3",1.09e+08,109500000,5,0,3,3,2,8,0,3837,857,3287,719,2930,2922,398,0.00130310138128746,0,0.000912686340127776,0.00417246175243394,0.00068259385665529,0.0027378507871321,0
"3",109500000,1.1e+08,5,1,6,3,0,4,2,3837,857,3287,719,2930,2922,398,0.00130310138128746,0.00116686114352392,0.00182537268025555,0.00417246175243394,0,0.00136892539356605,0.0050251256281407
"3",1.1e+08,110500000,4,0,15,0,5,6,0,3837,857,3287,719,2930,2922,398,0.00104248110502997,0,0.00456343170063888,0,0.00170648464163823,0.00205338809034908,0
"3",110500000,1.11e+08,4,3,11,1,3,7,1,3837,857,3287,719,2930,2922,398,0.00104248110502997,0.00350058343057176,0.00334651658046851,0.00139082058414465,0.00102389078498294,0.00239561943874059,0.00251256281407035
"3",1.11e+08,111500000,9,2,12,2,0,3,6,3837,857,3287,719,2930,2922,398,0.00234558248631744,0.00233372228704784,0.0036507453605111,0.00278164116828929,0,0.00102669404517454,0.0150753768844221
"3",111500000,1.12e+08,5,2,3,4,8,3,1,3837,857,3287,719,2930,2922,398,0.00130310138128746,0.00233372228704784,0.000912686340127776,0.00556328233657858,0.00273037542662116,0.00102669404517454,0.00251256281407035
"3",1.12e+08,112500000,2,0,3,7,18,3,0,3837,857,3287,719,2930,2922,398,0.000521240552514986,0,0.000912686340127776,0.00973574408901252,0.00614334470989761,0.00102669404517454,0
"3",112500000,1.13e+08,4,1,5,1,9,0,0,3837,857,3287,719,2930,2922,398,0.00104248110502997,0.00116686114352392,0.00152114390021296,0.00139082058414465,0.00307167235494881,0,0
"3",1.13e+08,113500000,11,2,8,5,12,0,0,3837,857,3287,719,2930,2922,398,0.00286682303883242,0.00233372228704784,0.00243383024034074,0.00695410292072323,0.00409556313993174,0,0
"3",113500000,1.14e+08,2,3,5,1,10,3,0,3837,857,3287,719,2930,2922,398,0.000521240552514986,0.00350058343057176,0.00152114390021296,0.00139082058414465,0.00341296928327645,0.00102669404517454,0
"3",1.14e+08,114500000,3,4,13,6,3,12,0,3837,857,3287,719,2930,2922,398,0.000781860828772478,0.00466744457409568,0.0039549741405537,0.00834492350486787,0.00102389078498294,0.00410677618069815,0
"3",114500000,1.15e+08,9,1,9,4,1,12,0,3837,857,3287,719,2930,2922,398,0.00234558248631744,0.00116686114352392,0.00273805902038333,0.00556328233657858,0.000341296928327645,0.00410677618069815,0
"3",1.15e+08,115500000,12,1,12,2,6,10,0,3837,857,3287,719,2930,2922,398,0.00312744331508991,0.00116686114352392,0.0036507453605111,0.00278164116828929,0.00204778156996587,0.00342231348391513,0
"3",115500000,1.16e+08,13,0,2,3,22,3,0,3837,857,3287,719,2930,2922,398,0.00338806359134741,0,0.000608457560085184,0.00417246175243394,0.00750853242320819,0.00102669404517454,0
"3",1.16e+08,116500000,6,4,14,7,70,16,0,3837,857,3287,719,2930,2922,398,0.00156372165754496,0.00466744457409568,0.00425920292059629,0.00973574408901252,0.0238907849829352,0.0054757015742642,0
"3",116500000,1.17e+08,13,0,24,9,60,21,0,3837,857,3287,719,2930,2922,398,0.00338806359134741,0,0.00730149072102221,0.0125173852573018,0.0204778156996587,0.00718685831622177,0
"3",1.17e+08,117500000,8,4,1,1,10,9,0,3837,857,3287,719,2930,2922,398,0.00208496221005994,0.00466744457409568,0.000304228780042592,0.00139082058414465,0.00341296928327645,0.00308008213552361,0
"3",117500000,1.18e+08,5,1,2,8,9,8,0,3837,857,3287,719,2930,2922,398,0.00130310138128746,0.00116686114352392,0.000608457560085184,0.0111265646731572,0.00307167235494881,0.0027378507871321,0
"3",1.18e+08,118500000,13,0,13,1,14,8,0,3837,857,3287,719,2930,2922,398,0.00338806359134741,0,0.0039549741405537,0.00139082058414465,0.00477815699658703,0.0027378507871321,0
"3",118500000,1.19e+08,8,0,6,1,10,13,0,3837,857,3287,719,2930,2922,398,0.00208496221005994,0,0.00182537268025555,0.00139082058414465,0.00341296928327645,0.00444900752908966,0
"3",1.19e+08,119500000,1,2,3,2,4,6,3,3837,857,3287,719,2930,2922,398,0.000260620276257493,0.00233372228704784,0.000912686340127776,0.00278164116828929,0.00136518771331058,0.00205338809034908,0.00753768844221105
"3",119500000,1.2e+08,10,9,11,1,8,9,1,3837,857,3287,719,2930,2922,398,0.00260620276257493,0.0105017502917153,0.00334651658046851,0.00139082058414465,0.00273037542662116,0.00308008213552361,0.00251256281407035
"3",1.2e+08,120500000,9,0,18,3,1,0,0,3837,857,3287,719,2930,2922,398,0.00234558248631744,0,0.00547611804076666,0.00417246175243394,0.000341296928327645,0,0
"3",120500000,1.21e+08,3,0,8,4,5,0,8,3837,857,3287,719,2930,2922,398,0.000781860828772478,0,0.00243383024034074,0.00556328233657858,0.00170648464163823,0,0.0201005025125628
"3",1.21e+08,121500000,8,2,11,0,4,3,0,3837,857,3287,719,2930,2922,398,0.00208496221005994,0.00233372228704784,0.00334651658046851,0,0.00136518771331058,0.00102669404517454,0
"3",121500000,1.22e+08,6,0,13,0,2,2,0,3837,857,3287,719,2930,2922,398,0.00156372165754496,0,0.0039549741405537,0,0.00068259385665529,0.000684462696783025,0
"3",1.22e+08,122500000,5,3,6,0,5,6,0,3837,857,3287,719,2930,2922,398,0.00130310138128746,0.00350058343057176,0.00182537268025555,0,0.00170648464163823,0.00205338809034908,0
"3",122500000,1.23e+08,6,1,3,0,3,4,0,3837,857,3287,719,2930,2922,398,0.00156372165754496,0.00116686114352392,0.000912686340127776,0,0.00102389078498294,0.00136892539356605,0
"3",1.23e+08,123500000,4,4,6,3,7,5,0,3837,857,3287,719,2930,2922,398,0.00104248110502997,0.00466744457409568,0.00182537268025555,0.00417246175243394,0.00238907849829352,0.00171115674195756,0
"3",123500000,1.24e+08,112,4,9,1,18,8,1,3837,857,3287,719,2930,2922,398,0.0291894709408392,0.00466744457409568,0.00273805902038333,0.00139082058414465,0.00614334470989761,0.0027378507871321,0.00251256281407035
"3",1.24e+08,124500000,8,2,7,1,9,3,2,3837,857,3287,719,2930,2922,398,0.00208496221005994,0.00233372228704784,0.00212960146029814,0.00139082058414465,0.00307167235494881,0.00102669404517454,0.0050251256281407
"3",124500000,1.25e+08,13,3,14,0,5,2,0,3837,857,3287,719,2930,2922,398,0.00338806359134741,0.00350058343057176,0.00425920292059629,0,0.00170648464163823,0.000684462696783025,0
"3",1.25e+08,125500000,6,0,6,1,9,4,0,3837,857,3287,719,2930,2922,398,0.00156372165754496,0,0.00182537268025555,0.00139082058414465,0.00307167235494881,0.00136892539356605,0
"3",125500000,1.26e+08,3,2,9,1,4,2,0,3837,857,3287,719,2930,2922,398,0.000781860828772478,0.00233372228704784,0.00273805902038333,0.00139082058414465,0.00136518771331058,0.000684462696783025,0
"3",1.26e+08,126500000,3,4,2,0,4,5,0,3837,857,3287,719,2930,2922,398,0.000781860828772478,0.00466744457409568,0.000608457560085184,0,0.00136518771331058,0.00171115674195756,0
"3",126500000,1.27e+08,1,2,2,0,6,5,1,3837,857,3287,719,2930,2922,398,0.000260620276257493,0.00233372228704784,0.000608457560085184,0,0.00204778156996587,0.00171115674195756,0.00251256281407035
"3",1.27e+08,127500000,6,0,2,1,8,1,0,3837,857,3287,719,2930,2922,398,0.00156372165754496,0,0.000608457560085184,0.00139082058414465,0.00273037542662116,0.000342231348391513,0
"3",127500000,1.28e+08,9,1,8,3,9,2,0,3837,857,3287,719,2930,2922,398,0.00234558248631744,0.00116686114352392,0.00243383024034074,0.00417246175243394,0.00307167235494881,0.000684462696783025,0
"3",1.28e+08,128500000,5,0,18,0,8,2,0,3837,857,3287,719,2930,2922,398,0.00130310138128746,0,0.00547611804076666,0,0.00273037542662116,0.000684462696783025,0
"3",128500000,1.29e+08,13,2,8,3,9,4,0,3837,857,3287,719,2930,2922,398,0.00338806359134741,0.00233372228704784,0.00243383024034074,0.00417246175243394,0.00307167235494881,0.00136892539356605,0
"3",1.29e+08,129500000,2,1,8,3,17,1,1,3837,857,3287,719,2930,2922,398,0.000521240552514986,0.00116686114352392,0.00243383024034074,0.00417246175243394,0.00580204778156997,0.000342231348391513,0.00251256281407035
"3",129500000,1.3e+08,2,0,4,1,6,2,0,3837,857,3287,719,2930,2922,398,0.000521240552514986,0,0.00121691512017037,0.00139082058414465,0.00204778156996587,0.000684462696783025,0
"3",1.3e+08,130500000,6,0,1,3,8,0,0,3837,857,3287,719,2930,2922,398,0.00156372165754496,0,0.000304228780042592,0.00417246175243394,0.00273037542662116,0,0
"3",130500000,1.31e+08,15,0,3,2,4,1,1,3837,857,3287,719,2930,2922,398,0.00390930414386239,0,0.000912686340127776,0.00278164116828929,0.00136518771331058,0.000342231348391513,0.00251256281407035
"3",1.31e+08,131500000,4,1,7,2,6,1,1,3837,857,3287,719,2930,2922,398,0.00104248110502997,0.00116686114352392,0.00212960146029814,0.00278164116828929,0.00204778156996587,0.000342231348391513,0.00251256281407035
"3",131500000,1.32e+08,10,0,1,0,7,2,2,3837,857,3287,719,2930,2922,398,0.00260620276257493,0,0.000304228780042592,0,0.00238907849829352,0.000684462696783025,0.0050251256281407
"3",1.32e+08,132500000,9,2,28,0,6,1,0,3837,857,3287,719,2930,2922,398,0.00234558248631744,0.00233372228704784,0.00851840584119258,0,0.00204778156996587,0.000342231348391513,0
"3",132500000,1.33e+08,3,0,6,0,3,1,1,3837,857,3287,719,2930,2922,398,0.000781860828772478,0,0.00182537268025555,0,0.00102389078498294,0.000342231348391513,0.00251256281407035
